   5.0000000e-01  -8.1616843e-01  -5.2868013e-01
   5.1000000e-01  -8.1584843e-01  -5.1983709e-01
   5.2000000e-01  -8.1543628e-01  -5.1090135e-01
   5.3000000e-01  -8.1494210e-01  -5.0190347e-01
   5.4000000e-01  -8.1445772e-01  -4.9294066e-01
   5.5000000e-01  -8.1394194e-01  -4.8381105e-01
   5.6000000e-01  -8.1331368e-01  -4.7438059e-01
   5.7000000e-01  -8.1253850e-01  -4.6485554e-01
   5.8000000e-01  -8.1151133e-01  -4.5519495e-01
   5.9000000e-01  -8.1009713e-01  -4.4514596e-01
   6.0000000e-01  -8.0831745e-01  -4.3483970e-01
   6.1000000e-01  -8.0625047e-01  -4.2445717e-01
   6.2000000e-01  -8.0395738e-01  -4.1393314e-01
   6.3000000e-01  -8.0148235e-01  -4.0333645e-01
   6.4000000e-01  -7.9871961e-01  -3.9280176e-01
   6.5000000e-01  -7.9533851e-01  -3.8219645e-01
   6.6000000e-01  -7.9105289e-01  -3.7137762e-01
   6.7000000e-01  -7.8584693e-01  -3.6054351e-01
   6.8000000e-01  -7.7981860e-01  -3.4983425e-01
   6.9000000e-01  -7.7308937e-01  -3.3912444e-01
   7.0000000e-01  -7.6575275e-01  -3.2850363e-01
   7.1000000e-01  -7.5784654e-01  -3.1819048e-01
   7.2000000e-01  -7.4932200e-01  -3.0811377e-01
   7.3000000e-01  -7.3994025e-01  -2.9821773e-01
   7.4000000e-01  -7.2933384e-01  -2.8870281e-01
   7.5000000e-01  -7.1749264e-01  -2.7969362e-01
   7.6000000e-01  -7.0467429e-01  -2.7119826e-01
   7.7000000e-01  -6.9111627e-01  -2.6330487e-01
   7.8000000e-01  -6.7703916e-01  -2.5606901e-01
   7.9000000e-01  -6.6247330e-01  -2.4936362e-01
   8.0000000e-01  -6.4694017e-01  -2.4333047e-01
   8.1000000e-01  -6.2991311e-01  -2.3833687e-01
   8.2000000e-01  -6.1154286e-01  -2.3418630e-01
   8.3000000e-01  -5.9221107e-01  -2.3059872e-01
   8.4000000e-01  -5.7222992e-01  -2.2789453e-01
   8.5000000e-01  -5.5166909e-01  -2.2620674e-01
   8.6000000e-01  -5.3038821e-01  -2.2516512e-01
   8.7000000e-01  -5.0848311e-01  -2.2475728e-01
   8.8000000e-01  -4.8611185e-01  -2.2530062e-01
   8.9000000e-01  -4.6315885e-01  -2.2675014e-01
   9.0000000e-01  -4.3971976e-01  -2.2884627e-01
   9.1000000e-01  -4.1613525e-01  -2.3159827e-01
   9.2000000e-01  -3.9216094e-01  -2.3520714e-01
   9.3000000e-01  -3.6739049e-01  -2.3975815e-01
   9.4000000e-01  -3.4205905e-01  -2.4532759e-01
   9.5000000e-01  -3.1665811e-01  -2.5185035e-01
   9.6000000e-01  -2.9142931e-01  -2.5897155e-01
   9.7000000e-01  -2.6618934e-01  -2.6665139e-01
   9.8000000e-01  -2.4066172e-01  -2.7502761e-01
   9.9000000e-01  -2.1490368e-01  -2.8375645e-01
   1.0000000e+00  -1.8913307e-01  -2.9252231e-01
   1.0100000e+00  -1.6355499e-01  -3.0146051e-01
   1.0200000e+00  -1.3820373e-01  -3.1057291e-01
   1.0300000e+00  -1.1310049e-01  -3.1961720e-01
   1.0400000e+00  -8.8185837e-02  -3.2847412e-01
   1.0500000e+00  -6.3307237e-02  -3.3714329e-01
   1.0600000e+00  -3.8470719e-02  -3.4562172e-01
   1.0700000e+00  -1.3692275e-02  -3.5393656e-01
   1.0800000e+00   1.0969280e-02  -3.6207620e-01
   1.0900000e+00   3.4861728e-02  -3.6968606e-01
   1.1000000e+00   5.7238374e-02  -3.7642208e-01
   1.1100000e+00   7.8327754e-02  -3.8250188e-01
   1.1200000e+00   9.8722278e-02  -3.8800784e-01
   1.1300000e+00   1.1874852e-01  -3.9266613e-01
   1.1400000e+00   1.3825751e-01  -3.9668884e-01
   1.1500000e+00   1.5697619e-01  -4.0036955e-01
   1.1600000e+00   1.7501407e-01  -4.0343899e-01
   1.1700000e+00   1.9235365e-01  -4.0575505e-01
   1.1800000e+00   2.0873172e-01  -4.0747533e-01
   1.1900000e+00   2.2443111e-01  -4.0879819e-01
   1.2000000e+00   2.3992126e-01  -4.0988134e-01
   1.2100000e+00   2.5481077e-01  -4.1048905e-01
   1.2200000e+00   2.6853861e-01  -4.1032654e-01
   1.2300000e+00   2.8108442e-01  -4.0937807e-01
   1.2400000e+00   2.9271946e-01  -4.0769784e-01
   1.2500000e+00   3.0370823e-01  -4.0545568e-01
   1.2600000e+00   3.1389235e-01  -4.0284822e-01
   1.2700000e+00   3.2308046e-01  -3.9985994e-01
   1.2800000e+00   3.3149798e-01  -3.9645497e-01
   1.2900000e+00   3.3948806e-01  -3.9265935e-01
   1.3000000e+00   3.4725260e-01  -3.8841825e-01
   1.3100000e+00   3.5454359e-01  -3.8378398e-01
   1.3200000e+00   3.6092106e-01  -3.7888868e-01
   1.3300000e+00   3.6624608e-01  -3.7380094e-01
   1.3400000e+00   3.7068006e-01  -3.6851309e-01
   1.3500000e+00   3.7448382e-01  -3.6296424e-01
   1.3600000e+00   3.7775684e-01  -3.5708367e-01
   1.3700000e+00   3.8061454e-01  -3.5092872e-01
   1.3800000e+00   3.8335299e-01  -3.4479061e-01
   1.3900000e+00   3.8614027e-01  -3.3874186e-01
   1.4000000e+00   3.8888948e-01  -3.3256979e-01
   1.4100000e+00   3.9145328e-01  -3.2633054e-01
   1.4200000e+00   3.9380583e-01  -3.2023320e-01
   1.4300000e+00   3.9619138e-01  -3.1414998e-01
   1.4400000e+00   3.9865226e-01  -3.0792909e-01
   1.4500000e+00   4.0090031e-01  -3.0180885e-01
   1.4600000e+00   4.0305290e-01  -2.9593471e-01
   1.4700000e+00   4.0544449e-01  -2.9009971e-01
   1.4800000e+00   4.0796602e-01  -2.8406763e-01
   1.4900000e+00   4.1044965e-01  -2.7787626e-01
   1.5000000e+00   4.1304432e-01  -2.7172452e-01
   1.5100000e+00   4.1588645e-01  -2.6538429e-01
   1.5200000e+00   4.1894345e-01  -2.5860881e-01
   1.5300000e+00   4.2207527e-01  -2.5184071e-01
   1.5400000e+00   4.2517258e-01  -2.4533853e-01
   1.5500000e+00   4.2829869e-01  -2.3867473e-01
   1.5600000e+00   4.3163325e-01  -2.3161740e-01
   1.5700000e+00   4.3521534e-01  -2.2441366e-01
   1.5800000e+00   4.3876661e-01  -2.1737237e-01
   1.5900000e+00   4.4206854e-01  -2.1053673e-01
   1.6000000e+00   4.4518988e-01  -2.0372204e-01
   1.6100000e+00   4.4828598e-01  -1.9693476e-01
   1.6200000e+00   4.5148879e-01  -1.9025896e-01
   1.6300000e+00   4.5477720e-01  -1.8350323e-01
   1.6400000e+00   4.5804277e-01  -1.7663841e-01
   1.6500000e+00   4.6128329e-01  -1.7001262e-01
   1.6600000e+00   4.6452109e-01  -1.6371056e-01
   1.6700000e+00   4.6768812e-01  -1.5750312e-01
   1.6800000e+00   4.7073930e-01  -1.5139385e-01
   1.6900000e+00   4.7368964e-01  -1.4556002e-01
   1.7000000e+00   4.7656819e-01  -1.4004391e-01
   1.7100000e+00   4.7934568e-01  -1.3478924e-01
   1.7200000e+00   4.8191500e-01  -1.2971409e-01
   1.7300000e+00   4.8433336e-01  -1.2483875e-01
   1.7400000e+00   4.8676900e-01  -1.2024926e-01
   1.7500000e+00   4.8914024e-01  -1.1588549e-01
   1.7600000e+00   4.9129396e-01  -1.1169107e-01
   1.7700000e+00   4.9323726e-01  -1.0777091e-01
   1.7800000e+00   4.9499966e-01  -1.0410136e-01
   1.7900000e+00   4.9657367e-01  -1.0055736e-01
   1.8000000e+00   4.9794496e-01  -9.7388610e-02
   1.8100000e+00   4.9912234e-01  -9.4814760e-02
   1.8200000e+00   5.0016355e-01  -9.2486689e-02
   1.8300000e+00   5.0113293e-01  -9.0186519e-02
   1.8400000e+00   5.0204532e-01  -8.8106077e-02
   1.8500000e+00   5.0275756e-01  -8.6410808e-02
   1.8600000e+00   5.0315460e-01  -8.5096940e-02
   1.8700000e+00   5.0368017e-01  -8.3074794e-02
   1.8800000e+00   5.0435450e-01  -8.1412376e-02
   1.8900000e+00   5.0470043e-01  -8.0150630e-02
   1.9000000e+00   5.0469041e-01  -8.0199941e-02
   1.9100000e+00   5.0469618e-01  -8.0171555e-02
   1.9200000e+00   5.0469454e-01  -8.0179622e-02
   1.9300000e+00   5.0469488e-01  -8.0177953e-02
   1.9400000e+00   5.0469484e-01  -8.0178176e-02
   1.9500000e+00   5.0469483e-01  -8.0178187e-02
   1.9600000e+00   5.0469484e-01  -8.0178168e-02
   1.9700000e+00   5.0469484e-01  -8.0178175e-02
   1.9800000e+00   5.0469484e-01  -8.0178173e-02
   1.9900000e+00   5.0469484e-01  -8.0178174e-02
   2.0000000e+00   5.0469484e-01  -8.0178174e-02
